EmployeeID,FullName,FirstName,LastName,Age,Gender,JobTitle,Department,Location,EmploymentType,Salary,JoiningDate,LastWorkingDate,Active_Employee_Tenure
45928,Charles Wilson,Charles,Wilson,30,Male,Data Analyst,IT,Chicago,Contract,78588,21/03/2016,,9 years 8 months 23 days
31489,Barbara Thomas,Barbara,Thomas,40,Female,DevOps Engineer,Human Resources,Austin,Contract,107979,01/05/2024,,1 years 7 months 13 days
54038,Jennifer Taylor,Jennifer,Taylor,41,Female,Marketing Manager,Marketing,Denver,Full-time,84446,28/06/2012,,13 years 5 months 16 days
41016,James Thomas,James,Thomas,48,Female,HR Manager,IT,Chicago,Part-time,85400,26/10/2020,,5 years 1 months 18 days
15778,Thomas Hernandez,Thomas,Hernandez,37,Female,Software Engineer,IT,Chicago,Full-time,71850,13/04/2015,,10 years 8 months 1 days
54625,William Brown,William,Brown,57,Male,Data Analyst,Finance,Los Angeles,Full-time,92.4,29/07/2014,,11 years 4 months 15 days
35284,Robert Moore,Robert,Moore,26,Female,Recruiter,Engineering,San Francisco,Full-time,59050,07/05/2025,,0 years 7 months 7 days
21772,Thomas Jones,Thomas,Jones,52,Male,Software Engineer,Human Resources,Atlanta,Full-time,107913,10/07/2016,01/11/2021,
36769,John Moore,John,Moore,51,Male,Sales Manager,Sales,Denver,Contract,122301,16/05/2020,,5 years 6 months 28 days
13571,Joseph Thomas,Joseph,Thomas,26,Male,Finance Manager,Finance,Denver,Part-time,104561,23/12/2010,,14 years 11 months 21 days
47116,Linda Gonzalez,Linda,Gonzalez,37,Male,Operations Manager,IT,Chicago,Part-time,138.5,25/12/2019,26/11/2024,
35415,Susan Wilson,Susan,Wilson,58,Male,Operations Manager,IT,Denver,Full-time,82918,24/03/2013,,12 years 8 months 20 days
56346,Karen Rodriguez,Karen,Rodriguez,64,Male,Sales Executive,Finance,Seattle,Full-time,55587,22/02/2012,,13 years 9 months 22 days
17071,Karen Smith,Karen,Smith,46,Male,Sales Manager,Finance,Atlanta,Full-time,125.6,10/03/2010,,15 years 9 months 4 days
16931,John Gonzalez,John,Gonzalez,41,Female,Sales Manager,IT,Seattle,Contract,132.5,03/04/2018,,7 years 8 months 11 days
29236,Jessica Smith,Jessica,Smith,57,Male,Support Engineer,Marketing,New York,Full-time,115.4,08/03/2012,10/06/2015,
12742,Patricia Taylor,Patricia,Taylor,62,Male,Sales Executive,IT,Denver,Full-time,70066,12/05/2012,16/03/2017,
34318,Susan Davis,Susan,Davis,54,Female,Product Manager,IT,Los Angeles,Full-time,100244,25/09/2021,,4 years 2 months 19 days
39891,Richard Thomas,Richard,Thomas,38,Non-binary,Data Analyst,Finance,Seattle,Full-time,83.5,17/07/2015,,10 years 4 months 27 days
42110,Mary Brown,Mary,Brown,37,Male,Finance Manager,Engineering,Atlanta,Full-time,110830,06/05/2021,,4 years 7 months 8 days
17894,Elizabeth Anderson,Elizabeth,Anderson,27,Male,Recruiter,Sales,Seattle,Full-time,48709,09/01/2018,27/06/2020,
20733,Richard Martin,Richard,Martin,48,Male,HR Manager,Operations,Atlanta,Full-time,96147,02/05/2021,,4 years 7 months 12 days
33091,Karen Martinez,Karen,Martinez,28,Male,Product Manager,Finance,New York,Full-time,104.2,30/06/2020,,5 years 5 months 14 days
23903,Jennifer Rodriguez,Jennifer,Rodriguez,26,Male,Data Analyst,Sales,Denver,Full-time,100201,11/08/2014,,11 years 4 months 3 days
26405,Joseph Brown,Joseph,Brown,46,Male,Marketing Specialist,Marketing,New York,Full-time,98342,21/03/2016,09/10/2024,
35116,James Taylor,James,Taylor,48,Female,DevOps Engineer,IT,Boston,Full-time,89086,02/10/2012,03/08/2017,
44932,Linda Johnson,Linda,Johnson,27,Male,Sales Executive,Sales,Austin,Contract,78501,21/03/2014,20/05/2018,
12248,Mary Williams,Mary,Williams,21,Male,Operations Manager,Sales,Chicago,Part-time,124219,01/01/2026,02/06/2022,
43345,Susan Jones,Susan,Jones,38,Male,Data Analyst,Operations,Los Angeles,Full-time,103179,14/10/2016,,9 years 2 months 0 days
22967,William Garcia,William,Garcia,38,Male,Software Engineer,Operations,Denver,Full-time,83359,30/07/2020,,5 years 4 months 14 days
42534,Linda Taylor,Linda,Taylor,56,Female,Data Analyst,Operations,Miami,Full-time,67.2,13/07/2021,,4 years 5 months 1 days
13594,Joseph Williams,Joseph,Williams,52,Male,Marketing Specialist,Sales,Los Angeles,Full-time,77450,05/06/2015,,10 years 6 months 9 days
16416,Barbara Lopez,Barbara,Lopez,36,Male,Data Analyst,IT,New York,Full-time,83600,03/03/2010,,15 years 9 months 11 days
15763,Mary Johnson,Mary,Johnson,34,Female,HR Manager,Engineering,Austin,Full-time,130.7,18/08/2012,,13 years 3 months 26 days
41393,William Miller,William,Miller,56,Female,Finance Manager,Human Resources,Chicago,Contract,121795,05/07/2014,,11 years 5 months 9 days
47690,Elizabeth Anderson,Elizabeth,Anderson,40,Female,Recruiter,Sales,Los Angeles,Full-time,47267,30/08/2017,,8 years 3 months 14 days
13793,Jennifer Johnson,Jennifer,Johnson,35,Male,HR Manager,IT,Boston,Full-time,136407,08/08/2013,27/12/2013,
22759,Karen Martinez,Karen,Martinez,60,Female,Data Analyst,Human Resources,Los Angeles,Full-time,92289,25/10/2020,,5 years 1 months 19 days
57523,Elizabeth Rodriguez,Elizabeth,Rodriguez,33,Female,Accountant,Marketing,Miami,Full-time,86756,27/04/2020,,5 years 7 months 17 days
32578,Patricia Johnson,Patricia,Johnson,57,Female,Support Engineer,Sales,Austin,Full-time,69868,20/09/2019,10/07/2023,
27122,Robert Martinez,Robert,Martinez,56,Female,Operations Analyst,Sales,Miami,Full-time,70602,24/04/2020,,5 years 7 months 20 days
18114,Richard Garcia,Richard,Garcia,28,Female,Data Analyst,Finance,Atlanta,Full-time,65627,13/03/2014,,11 years 9 months 1 days
32819,James Williams,James,Williams,54,Male,Accountant,Sales,Boston,Full-time,43025,12/11/2017,,8 years 1 months 2 days
45809,Mary Williams,Mary,Williams,64,Male,Operations Analyst,IT,Los Angeles,Full-time,112452,03/12/2019,,6 years 0 months 11 days
40335,James Lopez,James,Lopez,30,Male,Finance Manager,Engineering,Atlanta,Part-time,122984,23/09/2011,,14 years 2 months 21 days
29789,Charles Wilson,Charles,Wilson,26,Male,Data Analyst,Human Resources,Seattle,Full-time,63284,01/12/2022,,3 years 0 months 13 days
44756,Susan Gonzalez,Susan,Gonzalez,27,Male,Support Engineer,Marketing,Denver,Contract,65109,14/03/2016,,9 years 9 months 0 days
43580,Charles Jones,Charles,Jones,54,Female,Recruiter,Sales,Los Angeles,Part-time,81.8,13/11/2010,,15 years 1 months 1 days
40146,Robert Anderson,Robert,Anderson,47,Female,Accountant,Human Resources,Seattle,Part-time,73685,14/03/2021,,4 years 9 months 0 days
24936,Michael Johnson,Michael,Johnson,45,Male,HR Manager,Sales,Austin,Full-time,116972,10/10/2017,07/05/2018,
25732,Michael Smith,Michael,Smith,28,Male,Product Manager,Sales,Los Angeles,Part-time,123.8,17/07/2012,,13 years 4 months 27 days
54637,James Rodriguez,James,Rodriguez,50,Male,Product Manager,Operations,San Francisco,Part-time,98688,29/06/2017,,8 years 5 months 15 days
11986,Linda Martinez,Linda,Martinez,53,Female,Support Engineer,Marketing,New York,Full-time,94755,15/11/2015,26/02/2017,
44733,Barbara Thomas,Barbara,Thomas,26,Male,Accountant,Operations,New York,Part-time,79429,25/09/2010,,15 years 2 months 19 days
34453,Michael Smith,Michael,Smith,27,Male,Product Manager,Marketing,San Francisco,Contract,111402,10/01/2010,26/11/2012,
10843,Richard Jones,Richard,Jones,59,Male,Data Analyst,Operations,Boston,Part-time,64907,27/12/2018,,6 years 11 months 17 days
20972,Michael Smith,Michael,Smith,50,Male,Support Engineer,Marketing,Miami,Full-time,73909,23/08/2014,,11 years 3 months 21 days
10041,Joseph Gonzalez,Joseph,Gonzalez,34,Female,Product Manager,Engineering,Denver,Part-time,102691,25/03/2020,19/03/2022,
27599,Charles Moore,Charles,Moore,45,Female,Recruiter,IT,Chicago,Part-time,60063,07/01/2020,,5 years 11 months 7 days
37829,Richard Jackson,Richard,Jackson,22,Male,Software Engineer,IT,New York,Full-time,74741,21/03/2016,,9 years 8 months 23 days
11391,Jennifer Lopez,Jennifer,Lopez,58,Male,Product Manager,Operations,Boston,Part-time,98.5,28/02/2017,,8 years 9 months 16 days
36780,Charles Smith,Charles,Smith,37,Female,Marketing Manager,Finance,Denver,Intern,112954,06/10/2020,10/07/2021,
31936,Elizabeth Garcia,Elizabeth,Garcia,54,Female,Sales Executive,Human Resources,New York,Intern,51890,07/04/2020,05/10/2024,
40752,Jessica Hernandez,Jessica,Hernandez,26,Female,Accountant,Human Resources,Miami,Full-time,55404,07/06/2017,,8 years 6 months 7 days
33298,Elizabeth Rodriguez,Elizabeth,Rodriguez,56,Male,Finance Manager,Marketing,San Francisco,Full-time,133395,19/06/2012,16/03/2017,
24147,Karen Anderson,Karen,Anderson,43,Female,HR Manager,Operations,San Francisco,Full-time,96015,03/02/2017,,8 years 10 months 11 days
44872,Barbara Rodriguez,Barbara,Rodriguez,59,Male,Operations Analyst,Engineering,Miami,Intern,116.1,21/03/2016,,9 years 8 months 23 days
19987,Joseph Williams,Joseph,Williams,47,Male,Recruiter,Marketing,Seattle,Full-time,80754,11/08/2021,,4 years 4 months 3 days
11656,Robert Jones,Robert,Jones,57,Male,Sales Manager,Marketing,San Francisco,Full-time,100485,31/07/2018,,7 years 4 months 14 days
40668,John Wilson,John,Wilson,64,Female,HR Manager,Human Resources,Denver,Full-time,80148,22/04/2021,25/12/2024,
23877,Elizabeth Thomas,Elizabeth,Thomas,50,Female,Accountant,Marketing,San Francisco,Full-time,54623,27/06/2018,,7 years 5 months 17 days
50070,Richard Martinez,Richard,Martinez,63,Female,Accountant,Marketing,Seattle,Contract,81497,09/07/2013,,12 years 5 months 5 days
30187,William Thomas,William,Thomas,41,Female,Finance Manager,IT,Miami,Full-time,129479,15/01/2014,,11 years 10 months 29 days
16323,William Thomas,William,Thomas,29,Male,Operations Analyst,IT,Boston,Part-time,72535,24/11/2012,,13 years 0 months 20 days
56249,David Jones,David,Jones,41,Male,DevOps Engineer,IT,Atlanta,Full-time,93768,12/05/2013,,12 years 7 months 2 days
22025,Jennifer Smith,Jennifer,Smith,26,Male,Marketing Specialist,Engineering,Seattle,Full-time,64762,07/07/2021,,4 years 5 months 7 days
21035,Susan Williams,Susan,Williams,22,Female,Support Engineer,Engineering,New York,Full-time,102424,05/10/2013,13/10/2014,
20260,Mary Jones,Mary,Jones,40,Female,Operations Analyst,Engineering,Chicago,Full-time,115977,21/03/2016,,9 years 8 months 23 days
15153,Richard Martin,Richard,Martin,23,Male,Operations Analyst,Engineering,Chicago,Full-time,114966,07/12/2011,,14 years 0 months 7 days
59752,Karen Miller,Karen,Miller,52,Male,Marketing Manager,Finance,Austin,Full-time,117377,09/04/2011,,14 years 8 months 5 days
55293,James Moore,James,Moore,53,Male,Accountant,Engineering,Austin,Full-time,59.4,13/11/2018,,7 years 1 months 1 days
32866,Elizabeth Miller,Elizabeth,Miller,24,Male,Recruiter,Operations,Denver,Contract,51589,01/08/2012,18/08/2014,
51716,Patricia Wilson,Patricia,Wilson,30,Male,Finance Manager,Finance,Miami,Full-time,123225,26/12/2017,28/06/2019,
15254,Karen Davis,Karen,Davis,54,Female,Finance Manager,Marketing,Austin,Full-time,122429,20/06/2016,,9 years 5 months 24 days
49316,Elizabeth Martinez,Elizabeth,Martinez,35,Female,Support Engineer,Marketing,Los Angeles,Contract,66359,21/02/2011,,14 years 9 months 23 days
53403,Susan Miller,Susan,Miller,34,Female,HR Manager,Engineering,Atlanta,Contract,112274,21/09/2013,16/04/2017,
55906,Elizabeth Lopez,Elizabeth,Lopez,63,Male,DevOps Engineer,Human Resources,Denver,Full-time,74927,20/01/2020,,5 years 10 months 24 days
33315,Robert Moore,Robert,Moore,40,Female,Data Analyst,Human Resources,Atlanta,Contract,80733,21/03/2016,,9 years 8 months 23 days
22051,David Moore,David,Moore,22,Male,Operations Analyst,Engineering,Atlanta,Full-time,74635,06/07/2016,,9 years 5 months 8 days
18921,Jennifer Jackson,Jennifer,Jackson,60,Female,Marketing Specialist,Marketing,San Francisco,Full-time,70257,09/05/2016,22/08/2016,
41896,Jennifer Smith,Jennifer,Smith,29,Male,Product Manager,Human Resources,Los Angeles,Full-time,92230,14/01/2010,,15 years 11 months 0 days
58260,John Jones,John,Jones,61,Female,Product Manager,Marketing,Boston,Full-time,115443,02/01/2020,,5 years 11 months 12 days
37876,Charles Smith,Charles,Smith,30,Male,Accountant,Marketing,Seattle,Full-time,66750,17/07/2013,,12 years 4 months 27 days
28710,Sarah Smith,Sarah,Smith,25,Female,HR Manager,Engineering,Los Angeles,Full-time,80595,14/05/2011,30/12/2011,
16176,Elizabeth Hernandez,Elizabeth,Hernandez,31,Male,Marketing Manager,Human Resources,Miami,Full-time,80518,13/02/2012,,13 years 10 months 1 days
31053,Thomas Anderson,Thomas,Anderson,53,Male,HR Manager,Marketing,Miami,Full-time,110576,19/12/2016,,8 years 11 months 25 days
45274,James Garcia,James,Garcia,42,Male,Data Analyst,Operations,Chicago,Full-time,88771,19/03/2016,04/04/2020,
57369,John Wilson,John,Wilson,43,Female,Sales Executive,Finance,San Francisco,Part-time,82950,13/03/2013,26/04/2013,
46149,Thomas Anderson,Thomas,Anderson,64,Male,Data Analyst,IT,Austin,Contract,66.3,10/07/2013,,12 years 5 months 4 days
28578,Mary Hernandez,Mary,Hernandez,52,Male,Operations Analyst,Operations,Austin,Full-time,100,17/02/2018,08/04/2020,
21934,Mary Moore,Mary,Moore,53,Male,Support Engineer,Sales,Denver,Full-time,109037,01/06/2024,,1 years 6 months 13 days
21298,William Hernandez,William,Hernandez,27,Male,Finance Manager,Marketing,New York,Contract,127148,30/04/2013,04/01/2017,
31024,John Thomas,John,Thomas,21,Female,Marketing Specialist,IT,Miami,Part-time,97.8,12/12/2017,,8 years 0 months 2 days
22729,Jessica Wilson,Jessica,Wilson,59,Female,Accountant,IT,New York,Full-time,47668,04/08/2018,20/09/2019,
40517,Robert Jackson,Robert,Jackson,39,Male,Finance Manager,IT,Los Angeles,Part-time,132074,18/10/2016,,9 years 1 months 26 days
19184,Elizabeth Lopez,Elizabeth,Lopez,47,Male,Operations Analyst,IT,Miami,Full-time,105999,14/07/2016,01/11/2021,
31710,Jessica Martin,Jessica,Martin,24,Female,Marketing Specialist,Finance,Boston,Full-time,92363,11/03/2021,04/12/2023,
46282,Mary Martin,Mary,Martin,30,Male,DevOps Engineer,Sales,New York,Part-time,117580,06/02/2020,,5 years 10 months 8 days
20759,Karen Jones,Karen,Jones,30,Female,Sales Executive,Sales,Seattle,Full-time,86.5,11/07/2019,02/05/2023,
26936,Linda Martinez,Linda,Martinez,30,Female,Data Analyst,IT,Los Angeles,Part-time,76611,05/12/2020,,5 years 0 months 9 days
46916,Elizabeth Thomas,Elizabeth,Thomas,50,Non-binary,Support Engineer,Operations,Los Angeles,Part-time,84017,26/07/2010,,15 years 4 months 18 days
27228,Robert Jones,Robert,Jones,58,Female,Data Analyst,Finance,Miami,Full-time,85092,10/01/2018,,7 years 11 months 4 days
31029,Richard Davis,Richard,Davis,53,Female,Sales Manager,Human Resources,Atlanta,Full-time,122665,02/09/2016,,9 years 3 months 12 days
32079,Elizabeth Hernandez,Elizabeth,Hernandez,25,Male,Marketing Specialist,Sales,Los Angeles,Full-time,91680,05/12/2015,10/12/2016,
41610,James Gonzalez,James,Gonzalez,39,Male,Accountant,IT,Seattle,Full-time,70784,21/02/2019,,6 years 9 months 23 days
13790,William Lopez,William,Lopez,51,Female,Marketing Specialist,Engineering,Seattle,Full-time,76,24/12/2013,,11 years 11 months 20 days
53445,Richard Lopez,Richard,Lopez,64,Male,Marketing Specialist,IT,Chicago,Full-time,77667,01/09/2015,12/11/2014,
41808,Karen Moore,Karen,Moore,44,Female,Marketing Specialist,Human Resources,Atlanta,Full-time,58290,04/04/2020,,5 years 8 months 10 days
38662,David Martinez,David,Martinez,28,Male,Data Analyst,Operations,Atlanta,Part-time,94865,27/06/2013,,12 years 5 months 17 days
18240,Barbara Wilson,Barbara,Wilson,60,Female,Operations Manager,Marketing,Boston,Full-time,107184,26/03/2017,,8 years 8 months 18 days
40401,Susan Smith,Susan,Smith,28,Female,Data Analyst,Marketing,Boston,Full-time,60217,16/10/2012,14/07/2016,
19805,David Wilson,David,Wilson,43,Male,HR Manager,Engineering,Seattle,Full-time,125.5,31/10/2021,,4 years 1 months 14 days
43613,Sarah Thomas,Sarah,Thomas,64,Female,Sales Executive,Operations,Chicago,Intern,75724,18/01/2017,,8 years 10 months 26 days
19166,David Lopez,David,Lopez,39,Female,Software Engineer,Operations,Atlanta,Contract,110516,21/03/2016,,9 years 8 months 23 days
44677,John Hernandez,John,Hernandez,25,Male,Marketing Manager,Engineering,Seattle,Full-time,85686,18/06/2020,,5 years 5 months 26 days
11737,Thomas Anderson,Thomas,Anderson,23,Male,Recruiter,Finance,Seattle,Full-time,54.2,11/12/2025,,0 years 0 months 3 days
28642,James Jackson,James,Jackson,44,Female,Finance Manager,Human Resources,San Francisco,Full-time,89405,29/04/2018,,7 years 7 months 15 days
51130,Sarah Jackson,Sarah,Jackson,36,Male,Marketing Specialist,Operations,Denver,Intern,90115,21/03/2016,,9 years 8 months 23 days
43236,David Jones,David,Jones,53,Female,Recruiter,Marketing,Seattle,Part-time,85988,31/08/2019,,6 years 3 months 14 days
39728,David Jones,David,Jones,33,Female,Product Manager,Finance,Denver,Full-time,101501,11/01/2010,,15 years 11 months 3 days
59499,Patricia Martinez,Patricia,Martinez,54,Female,Marketing Manager,Engineering,San Francisco,Full-time,96865,30/08/2010,,15 years 3 months 14 days
32329,Susan Jones,Susan,Jones,58,Female,Data Analyst,Marketing,Denver,Full-time,62073,21/03/2016,,9 years 8 months 23 days
25011,Sarah Gonzalez,Sarah,Gonzalez,43,Female,Marketing Manager,Finance,Austin,Contract,112594,29/06/2018,08/03/2019,
52684,Mary Anderson,Mary,Anderson,32,Male,HR Manager,Finance,Austin,Contract,135155,01/06/2010,,15 years 6 months 13 days
31081,Mary Jones,Mary,Jones,56,Male,Operations Analyst,Operations,Austin,Full-time,78133,24/08/2019,26/11/2021,
45075,William Jackson,William,Jackson,47,Male,Sales Executive,Human Resources,San Francisco,Contract,57147,18/02/2019,,6 years 9 months 26 days
27197,Thomas Davis,Thomas,Davis,52,Male,Operations Analyst,IT,Atlanta,Contract,93112,08/05/2021,,4 years 7 months 6 days
20784,Barbara Davis,Barbara,Davis,37,Male,Operations Manager,Sales,Austin,Contract,96199,05/03/2010,,15 years 9 months 9 days
12361,Elizabeth Anderson,Elizabeth,Anderson,58,Male,HR Manager,Human Resources,Chicago,Full-time,92068,07/02/2014,,11 years 10 months 7 days
46123,Charles Gonzalez,Charles,Gonzalez,52,Female,Operations Analyst,Human Resources,Boston,Part-time,87176,01/04/2022,,3 years 8 months 13 days
10213,David Garcia,David,Garcia,57,Non-binary,HR Manager,Marketing,San Francisco,Full-time,102.4,22/08/2016,05/10/2021,
56690,Patricia Wilson,Patricia,Wilson,56,Male,Software Engineer,Finance,Boston,Full-time,102384,18/10/2013,14/09/2018,
51412,Elizabeth Garcia,Elizabeth,Garcia,22,Male,Data Analyst,Operations,Los Angeles,Full-time,109019,18/01/2015,20/01/2016,
48425,Patricia Smith,Patricia,Smith,33,Male,HR Manager,Engineering,Miami,Part-time,107,21/03/2016,06/12/2017,
58905,Linda Moore,Linda,Moore,22,Male,Marketing Manager,Marketing,Atlanta,Full-time,110283,14/02/2014,,11 years 10 months 0 days
47018,Jessica Johnson,Jessica,Johnson,32,Male,Sales Manager,Marketing,Miami,Part-time,102645,20/07/2019,,6 years 4 months 24 days
47876,James Martinez,James,Martinez,54,Female,Sales Manager,Operations,New York,Full-time,96182,24/07/2019,,6 years 4 months 20 days
43780,Jennifer Jackson,Jennifer,Jackson,52,Male,Software Engineer,IT,New York,Full-time,86268,13/09/2010,,15 years 3 months 1 days
25017,Patricia Williams,Patricia,Williams,46,Male,Software Engineer,IT,New York,Full-time,84556,30/08/2018,,7 years 3 months 14 days
46545,Patricia Miller,Patricia,Miller,30,Male,Software Engineer,Engineering,San Francisco,Full-time,97.8,01/10/2017,20/07/2018,
14789,John Gonzalez,John,Gonzalez,46,Female,Sales Manager,Sales,Los Angeles,Full-time,130484,15/05/2014,14/10/2016,
49647,Jessica Anderson,Jessica,Anderson,35,Female,Operations Analyst,Human Resources,Austin,Contract,79949,04/12/2012,,13 years 0 months 10 days
40877,Robert Lopez,Robert,Lopez,46,Male,Marketing Specialist,Finance,Austin,Full-time,79905,29/05/2017,,8 years 6 months 15 days
45301,Sarah Lopez,Sarah,Lopez,25,Female,DevOps Engineer,Operations,Austin,Full-time,90311,10/08/2010,,15 years 4 months 4 days
42786,James Miller,James,Miller,54,Female,Operations Analyst,Operations,Denver,Full-time,69176,06/04/2017,06/04/2021,
23151,Mary Gonzalez,Mary,Gonzalez,39,Male,Recruiter,Operations,Atlanta,Part-time,77.7,01/07/2017,,8 years 5 months 13 days
53855,Sarah Brown,Sarah,Brown,45,Male,Support Engineer,Human Resources,Boston,Part-time,66998,02/07/2012,04/07/2015,
33232,Charles Brown,Charles,Brown,43,Female,Support Engineer,Human Resources,Los Angeles,Contract,68092,23/01/2012,14/06/2014,
39967,William Davis,William,Davis,55,Male,Sales Manager,IT,Seattle,Full-time,114959,12/12/2017,,8 years 0 months 2 days
24528,Mary Moore,Mary,Moore,63,Male,Recruiter,IT,Denver,Intern,83041,28/08/2013,,12 years 3 months 16 days
52911,Sarah Davis,Sarah,Davis,42,Male,Software Engineer,Sales,Seattle,Full-time,73.5,21/03/2016,,9 years 8 months 23 days
31532,Elizabeth Johnson,Elizabeth,Johnson,23,Female,Operations Analyst,Operations,Denver,Part-time,84139,07/03/2014,13/05/2016,
25171,Jennifer Jackson,Jennifer,Jackson,28,Male,Operations Analyst,Engineering,Los Angeles,Full-time,113101,14/03/2012,,13 years 9 months 0 days
55465,Joseph Lopez,Joseph,Lopez,51,Male,Software Engineer,Sales,Chicago,Full-time,113202,01/11/2013,,12 years 1 months 13 days
15875,Charles Martin,Charles,Martin,43,Male,Sales Executive,Finance,New York,Contract,90647,21/03/2016,,9 years 8 months 23 days
56867,Richard Wilson,Richard,Wilson,56,Female,Finance Manager,Sales,New York,Full-time,116.3,14/01/2020,18/07/2023,
54596,Michael Martinez,Michael,Martinez,58,Male,Accountant,Finance,Chicago,Full-time,73182,22/02/2012,,13 years 9 months 22 days
15088,Joseph Rodriguez,Joseph,Rodriguez,51,Male,Accountant,IT,San Francisco,Full-time,45749,27/12/2014,,10 years 11 months 17 days
44848,John Rodriguez,John,Rodriguez,30,Male,Support Engineer,Engineering,Atlanta,Part-time,68173,08/11/2014,,11 years 1 months 6 days
18961,William Taylor,William,Taylor,45,Male,Support Engineer,Sales,Chicago,Part-time,82465,04/04/2012,,13 years 8 months 10 days
57815,Linda Jones,Linda,Jones,35,Male,Product Manager,Sales,Miami,Full-time,111881,13/01/2020,,5 years 11 months 1 days
34527,Barbara Wilson,Barbara,Wilson,59,Male,Product Manager,Human Resources,Atlanta,Contract,135425,23/08/2011,,14 years 3 months 21 days
27701,Jennifer Wilson,Jennifer,Wilson,37,Female,Finance Manager,Engineering,San Francisco,Full-time,132.3,08/03/2025,21/09/2018,
40521,Linda Thomas,Linda,Thomas,61,Male,Sales Manager,Sales,Miami,Full-time,94760,14/09/2015,,10 years 3 months 0 days
44439,Michael Taylor,Michael,Taylor,57,Male,Sales Manager,Sales,Boston,Contract,104230,21/03/2016,,9 years 8 months 23 days
25200,William Hernandez,William,Hernandez,51,Male,DevOps Engineer,Sales,New York,Full-time,72428,01/04/2018,,7 years 8 months 13 days
31269,Thomas Anderson,Thomas,Anderson,52,Female,Operations Manager,Operations,Los Angeles,Full-time,115625,08/03/2021,,4 years 9 months 6 days
37623,James Anderson,James,Anderson,57,Female,Marketing Manager,Sales,Boston,Full-time,89129,02/07/2012,,13 years 5 months 12 days
34758,James Smith,James,Smith,54,Male,Sales Executive,Operations,Atlanta,Full-time,99249,03/01/2016,,9 years 11 months 11 days
50539,Jennifer Thomas,Jennifer,Thomas,55,Male,Operations Manager,Finance,Boston,Part-time,125803,20/03/2020,,5 years 8 months 24 days
50323,Michael Miller,Michael,Miller,28,Female,DevOps Engineer,Sales,San Francisco,Full-time,109.3,17/08/2019,,6 years 3 months 27 days
39249,Susan Taylor,Susan,Taylor,25,Female,Operations Analyst,Human Resources,Boston,Full-time,104216,13/02/2012,,13 years 10 months 1 days
43971,Elizabeth Smith,Elizabeth,Smith,30,Female,Sales Executive,Sales,Atlanta,Full-time,93983,31/05/2021,,4 years 6 months 14 days
25218,Barbara Lopez,Barbara,Lopez,63,Male,Sales Manager,Sales,San Francisco,Full-time,87397,21/11/2013,,12 years 0 months 23 days
